         9712416 function calls (9098865 primitive calls) in 55.903 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 <frozen genericpath>:133(_splitext)
       10    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch\serialization.py:628(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\backend\tensorflow\trainer.py:595(data)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\enum.py:785(__delattr__)
       26    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\re\_parser.py:77(__init__)
       94    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\shape_base.py:77(_atleast_2d_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\lib\_ufunclike_impl.py:140(isneginf)
       24    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\typing.py:962(__eq__)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\base.py:1768(_set_names)
       55    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\trainers\data_adapters\data_adapter.py:91(on_epoch_begin)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backends\backend_agg.py:85(_update_methods)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\AppData\Local\Temp\torch_geometric.nn.conv.graph_conv_GraphConv_propagate_n679x9ue.py:26(CollectArgs)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\lib\_function_base_impl.py:4687(_quantile_is_valid)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\encodings\unicode_escape.py:37(getregentry)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\backend\tensorflow\trainer.py:797(_reduce)
       33    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\saving\object_registration.py:45(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\seaborn\_stats\counting.py:116(__post_init__)
       12    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\collections\__init__.py:1009(__getitem__)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\nanops.py:1678(_ensure_numeric)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\eager\polymorphic_function\polymorphic_function.py:132(called_with_tracing)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\ops\variable_scope.py:1376(__init__)
       82    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\distribute\distribute_lib.py:4093(value_container)
        9    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\groupby\grouper.py:638(_passed_categorical)
       62    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\layers\layer.py:556(trainable)
       82    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\artist.py:857(get_animated)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axes\_base.py:2503(add_container)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\array_algos\replace.py:31(should_use_regex)
        9    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\base.py:1765(_get_names)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\offsetbox.py:640(add_artist)
        7    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\re\__init__.py:255(escape)
        6    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\weakref.py:510(update)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\internals\managers.py:480(is_view)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\groupby\ops.py:1129(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\models\functional.py:752(is_input_keras_tensor)
        5    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torchvision\models\_api.py:78(verify)
       62    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\numeric.py:1433(_moveaxis_dispatcher)
        4    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
       13    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\dtypes\cast.py:921(_maybe_infer_dtype_type)
       12    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexing.py:305(loc)
       66    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\cbook.py:1633(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\AppData\Local\Temp\torch_geometric.nn.conv.gcn_conv_GCNConv_propagate_4oim0vi2.py:26(CollectArgs)
       32    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\dtypes\dtypes.py:531(validate_ordered)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\util\tf_stack.py:36(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\eager\context.py:252(__init__)
       55    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\data\ops\map_op.py:237(_transformation_name)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\PIL\GifImagePlugin.py:78(GifImageFile)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:588(abspath)
       40    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\re\_compiler.py:31(_combine_flags)
       52    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\re\_compiler.py:428(_get_iscased)
       66    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\artist.py:1362(get_mouseover)
       54    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\fromnumeric.py:2174(_clip_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\internals\blocks.py:259(_standardize_fill_value)
       42    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\util\object_identity.py:78(unwrapped)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\figure.py:2677(set_layout_engine)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:388(__subclasshook__)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\inspect.py:1054(visit_ClassDef)
      6/2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\core\function\trace_type\default_types.py:266(flatten)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\cbook.py:179(pop)
       30    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\text.py:909(get_position)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\groupby\ops.py:692(levels)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellCounter1}
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\ticker.py:470(set_usetex)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\nodes.py:650(as_const)
       34    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backends\backend_agg.py:244(get_canvas_width_height)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\tempfile.py:510(__enter__)
       30    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\trackable\base.py:61(__iter__)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\layers\core\dense.py:151(compute_output_shape)
       50    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\fromnumeric.py:1398(_searchsorted_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\tempfile.py:313(gettempdir)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\pyplot.py:1132(get_fignums)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\seaborn\utils.py:69(_default_color)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\nodes.py:76(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\PIL\BmpImagePlugin.py:63(BmpImageFile)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\uuid.py:139(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\series.py:6137(_align_for_op)
       16    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\ma\core.py:6607(isMaskedArray)
       67    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\range.py:315(step)
       15    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\scipy\sparse\_base.py:73(_shape_as_2d)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\_pylab_helpers.py:117(set_active)
       56    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\patches.py:861(get_width)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\tkinter\__init__.py:1507(quit)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\enum.py:1035(_find_new_)
       70    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:485(_broadcast_arrays_dispatcher)
        9    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\reshape\concat.py:693(_get_result_dim)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\rcsetup.py:151(validate_bool)
       15    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch_geometric\inspector.py:31(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\re\_compiler.py:407(_generate_overlap_table)
       18    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\_weakrefset.py:17(__init__)
       15    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\lib\_version.py:78(_compare_version)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\inspect.py:911(getfile)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\device_spec.py:38(_as_device_str_or_none)
        3    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backends\registry.py:202(is_valid_backend)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backend_bases.py:1215(__init__)
       54    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\idtracking.py:235(__init__)
       12    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\urllib\parse.py:413(_splitnetloc)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\tempfile.py:483(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\logging\__init__.py:243(_releaseLock)
        6    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\ticker.py:708(get_offset)
       38    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\layers\layer.py:1731(__init__)
       55    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\callbacks\callback.py:275(on_predict_begin)
       18    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\PIL\ImageFile.py:93(_tilesort)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\compiler.py:611(func)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backends\backend_agg.py:362(FigureCanvasAgg)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\multi.py:2738(_check_indexing_error)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\trainers\trainer.py:279(_get_own_metrics)
        7    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\models\functional.py:645(unpack_singleton)
       45    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\lib\_arraysetops_impl.py:1145(_setdiff1d_dispatcher)
        9    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\common.py:174(not_none)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\generic.py:580(_get_axis_name)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeviceListType}
        5    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\core\function\trace_type\default_types.py:115(placeholder_value)
        5    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\trainers\trainer.py:1044(_assert_compile_called)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\runtime.py:408(__init__)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\trainers\compile_utils.py:622(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\transforms.py:956(x1)
       60    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backend_bases.py:844(set_clip_rectangle)
       56    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\patches.py:341(get_linewidth)
       32    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axis.py:823(_get_autoscale_on)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\tkinter\font.py:50(_set)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\_methods.py:76(_count_reduce_items)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\typing.py:317(_deduplicate)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\layers\layer.py:1742(might_have_unbuilt_state)
       18    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\transforms.py:1024(minposy)
       12    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\seaborn\_base.py:1467(__eq__)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\tkinter\__init__.py:3367(Menu)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch_geometric\nn\conv\collect.jinja:1(<module>)
       21    0.000    0.000    0.000    0.000 <frozen _collections_abc>:407(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {built-in method PIL._imagingtk.tkinit}
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\eager\context.py:349(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\models\model.py:758(functional_init_arguments)
        6    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axes\_base.py:3074(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\gridspec.py:216(_normalize)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axis.py:2015(set_pickradius)
       45    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\lib\_nanfunctions_impl.py:963(_nanmean_dispatcher)
       46    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\sklearn\utils\_param_validation.py:308(is_satisfied_by)
        5    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\_api\__init__.py:54(__get__)
       60    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\artist.py:904(get_clip_path)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axes\_base.py:3544(get_xlabel)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backends\backend_agg.py:57(RendererAgg)
        4    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
       52    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\fromnumeric.py:2605(_cumsum_dispatcher)
       24    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:30(_maybe_view_as_subclass)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\tempfile.py:446(cleanup)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\tempfile.py:142(rng)
